,Is safe from accidents,Has comftarble seating,Gives me the ability to work read and sleep,Is relaxing,Is mostly on time,Can interact with tohers,Is clean,Is good for the environment,Is a good value for the money,Is convienent to use,Overall Rating
2370,6,4,7,9,4,2,7,4,6,5,9
2371,8,7,5,10,9,5,3,10,9,9,7
2372,3,7,3,10,5,9,6,1,10,7,1
2373,2,8,9,6,1,1,7,10,1,1,1
2374,3,7,6,9,10,4,5,6,6,2,10
2375,5,5,2,4,5,7,10,5,3,10,3
2376,6,10,5,10,7,9,5,10,9,7,1
2377,8,4,9,10,8,2,7,10,4,7,7
2378,10,9,3,7,10,4,2,3,6,2,8
2379,9,5,3,2,8,3,4,1,3,7,3
2380,6,1,2,6,2,8,10,3,9,10,4
2381,1,5,3,9,5,9,3,2,4,1,2
2382,2,9,7,1,7,10,4,9,4,7,7
2383,7,1,10,1,1,1,8,8,2,4,6
2384,2,5,5,2,10,4,6,7,7,1,4
2385,4,5,10,7,7,7,4,7,2,4,10
2386,1,1,4,3,3,10,7,4,1,7,3
2387,5,7,5,8,8,5,6,9,7,6,6
2388,9,3,3,6,1,3,3,8,3,4,5
2389,5,6,3,9,7,9,1,8,5,8,9
2390,4,5,9,10,4,4,3,7,2,2,10
2391,4,1,6,10,4,10,5,7,10,7,4
2392,4,4,2,5,6,6,5,1,4,3,8
2393,7,10,9,10,9,7,6,3,7,5,5
2394,2,7,5,5,2,4,8,1,8,3,9
2395,2,3,5,7,1,2,9,2,8,8,4
2396,2,6,10,3,5,4,9,4,1,9,2
2397,6,6,1,7,8,10,4,10,4,7,4
2398,7,9,10,10,8,6,10,10,3,2,2
2399,7,9,5,2,10,7,6,2,5,10,4
2400,7,6,2,6,8,8,7,5,1,2,5
2401,4,2,1,10,7,6,10,8,6,2,3
2402,4,2,1,10,8,3,4,10,7,10,5
2403,6,10,7,9,5,7,2,5,3,1,3
2404,10,8,6,6,3,1,2,1,9,4,2
2405,9,3,6,10,5,9,8,8,8,2,8
2406,9,9,9,9,7,5,6,7,9,5,2
2407,5,5,8,10,4,10,6,2,3,10,1
2408,2,9,9,9,2,5,4,8,4,5,7
2409,1,8,9,6,8,2,8,1,7,1,1
2410,10,4,8,4,10,10,2,10,6,1,9
2411,10,2,2,8,1,5,2,6,1,7,7
2412,6,5,8,2,2,5,7,5,2,4,10
2413,9,2,9,10,9,10,6,5,8,8,2
2414,8,6,10,2,1,6,1,5,7,2,9
2415,10,6,8,9,3,2,9,3,2,6,5
2416,3,1,4,10,10,1,8,2,10,6,7
2417,7,7,9,3,2,7,8,2,1,3,4
2418,9,8,6,5,10,10,1,2,9,6,2
2419,9,8,9,8,9,5,6,3,10,6,2
2420,1,8,7,10,3,3,3,8,10,1,4
2421,5,10,1,5,5,9,9,5,3,7,10
2422,2,5,4,4,9,8,5,5,6,5,2
2423,1,3,1,1,2,2,3,6,5,7,1
2424,4,4,4,6,8,1,2,7,2,3,2
2425,5,6,9,2,10,3,8,6,10,3,1
2426,7,1,8,8,3,3,4,10,6,1,10
2427,7,8,10,5,10,7,7,4,9,7,10
2428,2,8,5,5,10,5,2,5,5,6,1
2429,2,5,2,4,8,3,7,6,2,10,1
2430,8,7,6,4,10,1,8,8,1,1,3
2431,6,6,2,9,7,8,3,8,5,7,6
2432,8,3,4,6,9,3,8,6,3,2,8
2433,7,8,6,7,7,9,2,8,6,3,10
2434,4,7,9,4,3,9,9,4,6,6,4
2435,8,10,8,3,4,8,5,10,9,8,7
2436,2,7,7,4,5,10,3,3,3,9,4
2437,6,4,10,9,4,3,10,4,5,4,3
2438,10,4,1,4,1,10,10,9,3,1,3
2439,2,7,10,4,9,4,1,5,2,2,4
2440,8,7,8,9,5,9,6,6,5,2,4
2441,3,10,5,10,5,5,5,4,10,10,1
2442,2,7,10,10,2,3,2,8,4,1,8
2443,4,3,7,1,9,6,1,7,2,2,4
2444,4,9,10,2,3,3,2,6,10,6,4
2445,10,1,4,9,5,3,6,3,8,7,7
2446,10,6,7,2,10,10,4,10,1,2,9
2447,10,2,4,6,1,7,8,8,2,3,2
2448,6,4,7,7,8,4,5,7,4,6,5
2449,5,1,8,3,8,9,1,3,3,5,9
2450,2,1,1,10,6,8,6,3,10,3,8
2451,7,1,10,1,2,1,5,4,2,3,7
2452,4,6,10,5,6,8,6,6,3,10,8
2453,7,3,1,7,10,8,6,10,3,4,2
2454,3,4,9,2,9,7,9,10,1,7,4
2455,8,6,8,8,1,2,5,4,1,2,2
2456,2,2,9,7,2,1,4,10,9,7,10
2457,9,7,8,2,1,5,2,6,8,8,9
2458,4,8,4,9,9,7,10,5,5,6,6
2459,10,3,8,1,2,5,8,10,7,2,4
2460,10,7,4,9,9,10,3,7,9,2,7
2461,10,1,2,3,3,9,9,3,10,10,7
2462,5,1,8,10,7,4,2,3,5,3,3
2463,8,2,5,5,10,7,2,2,7,3,7
2464,8,5,5,1,7,7,9,5,6,10,8
2465,5,8,3,2,4,7,9,4,8,10,1
2466,5,7,8,1,3,6,10,2,7,3,1
2467,8,7,9,5,1,10,8,5,3,9,5
2468,4,7,8,3,9,5,9,5,7,6,8
2469,2,7,6,2,4,5,7,7,6,8,6
2470,7,8,4,10,7,1,1,5,5,5,2
2471,8,8,9,9,3,2,3,7,4,10,2
2472,4,9,2,4,4,3,7,9,4,5,10
2473,8,5,2,1,10,10,10,9,4,7,7
2474,8,3,4,8,5,1,2,10,10,10,6
2475,6,1,7,7,6,5,3,9,6,1,2
2476,7,5,8,2,7,7,10,5,9,8,5
2477,5,8,1,5,6,9,9,3,2,4,3
2478,3,5,5,9,6,1,5,3,2,6,6
2479,9,5,5,10,6,4,7,5,1,7,6
2480,9,6,2,9,6,3,9,2,4,2,6
2481,2,2,3,9,1,5,7,1,5,1,8
2482,7,2,6,2,1,3,5,6,9,2,7
2483,7,8,6,9,10,6,1,6,2,8,3
2484,9,7,7,3,7,5,5,2,5,1,10
2485,1,6,2,1,5,6,9,4,10,7,5
2486,7,5,7,7,8,9,9,7,8,8,7
2487,8,7,4,1,10,7,3,7,5,6,9
2488,5,4,3,8,8,5,1,9,7,1,4
2489,5,7,7,10,5,9,1,5,10,5,8
2490,9,3,7,8,10,9,10,10,9,9,2
2491,5,7,3,3,6,3,3,3,9,4,1
2492,5,4,8,10,9,1,5,2,9,6,4
2493,6,9,6,3,10,10,1,10,4,7,2
2494,10,3,2,3,3,5,8,8,2,6,7
2495,1,6,2,3,6,10,3,2,6,3,8
2496,8,5,8,1,4,8,10,3,3,3,1
2497,1,6,7,2,6,1,10,2,10,10,5
2498,5,6,10,7,4,1,4,3,7,7,10
2499,7,4,5,2,10,1,9,4,4,7,1
2500,10,10,7,9,8,3,3,4,4,10,5
2501,4,9,5,2,6,3,4,1,8,2,2
2502,6,3,5,7,3,3,2,5,2,4,5
2503,4,7,3,7,1,4,7,6,2,2,10
2504,3,2,9,3,10,4,2,7,10,9,8
2505,7,8,1,1,2,6,4,8,9,6,7
2506,3,4,1,1,1,7,9,10,8,4,7
2507,1,4,10,5,9,1,2,10,3,10,1
2508,4,7,10,2,5,4,1,6,6,1,9
2509,9,4,2,6,6,8,9,10,8,9,10
2510,4,9,7,3,6,2,8,8,5,6,3
2511,10,1,4,5,6,10,1,6,4,10,2
2512,8,4,1,7,6,10,7,8,4,7,8
2513,4,3,7,2,2,1,8,9,7,8,8
2514,8,9,7,4,9,5,8,9,3,2,1
2515,10,7,9,2,5,5,1,6,2,10,9
2516,6,10,1,10,5,3,1,1,7,8,4
2517,7,1,10,8,3,8,1,1,4,10,8
2518,1,10,2,4,9,8,7,8,2,4,8
2519,7,2,1,9,1,6,9,1,8,5,2
2520,9,1,10,4,2,5,8,3,1,3,10
2521,9,8,2,4,6,7,5,6,1,1,4
2522,9,8,3,2,7,10,2,2,3,2,1
2523,7,9,9,9,10,5,4,8,4,6,7
2524,6,1,7,1,6,4,7,7,5,8,4
2525,10,6,5,2,3,9,8,6,1,5,2
2526,7,6,6,6,10,5,2,9,4,4,4
2527,6,2,9,5,8,8,3,1,3,6,7
2528,9,1,4,3,4,2,2,1,1,10,2
2529,10,6,2,6,2,8,6,4,5,1,1
2530,10,3,9,9,3,8,6,2,9,1,6
2531,8,9,6,6,6,1,10,1,4,3,6
2532,5,4,4,6,7,10,9,4,5,1,1
2533,3,2,9,4,9,10,9,10,4,1,10
2534,1,5,10,6,8,1,4,6,4,7,2
2535,3,3,8,10,9,3,10,1,3,4,10
2536,6,3,7,8,1,10,4,5,2,5,10
2537,10,3,7,2,2,5,1,6,1,3,7
2538,2,7,6,7,9,10,7,6,6,7,2
2539,8,3,2,9,9,7,5,2,1,9,5
2540,4,6,6,2,4,6,10,4,8,10,3
2541,7,2,2,5,3,4,9,5,2,6,9
2542,4,10,4,9,9,4,3,5,3,7,2
2543,8,5,8,9,2,6,6,5,1,3,3
2544,1,10,8,7,8,3,1,8,5,1,2
2545,4,10,1,5,6,8,6,6,6,1,3
2546,1,6,10,5,3,2,6,9,6,9,5
2547,8,2,8,5,5,7,7,2,9,5,8
2548,10,5,6,1,6,3,5,4,5,4,5
2549,9,4,7,2,5,1,6,4,8,10,5
2550,9,2,9,5,4,1,5,7,6,10,6
2551,2,9,2,4,4,10,4,1,6,4,6
2552,1,1,5,10,7,8,9,10,8,6,10
2553,1,2,7,7,1,5,9,7,7,4,4
2554,5,8,3,4,3,8,6,9,8,2,5
2555,2,8,9,1,9,3,4,2,2,1,5
2556,7,4,10,8,8,2,5,9,10,8,1
2557,5,7,2,5,6,4,6,7,9,5,8
2558,9,5,4,8,9,7,5,8,10,2,9
2559,7,7,8,2,3,7,5,4,10,3,4
2560,3,6,10,10,3,4,1,5,9,9,2
2561,4,9,2,9,3,5,7,10,6,8,7
2562,1,9,5,8,10,9,1,8,4,9,1
2563,7,2,7,4,9,9,2,5,1,8,10
2564,6,1,7,7,10,6,4,4,8,10,9
2565,1,8,10,6,10,7,7,3,10,10,3
2566,5,5,5,1,2,1,10,8,1,4,8
2567,9,9,8,9,4,3,8,9,8,7,9
2568,10,2,5,8,6,7,5,9,8,5,8
2569,7,2,8,10,1,4,10,3,4,4,9
2570,10,3,2,5,4,10,3,4,4,10,2
2571,2,5,1,1,2,3,9,1,8,6,3
2572,2,7,3,5,10,4,7,5,5,2,3
2573,7,9,6,2,8,9,10,2,5,3,3
2574,3,8,3,5,8,6,4,4,9,9,9
2575,9,6,9,2,10,6,10,9,5,2,8
2576,8,7,5,10,4,8,1,7,10,9,7
2577,3,5,3,10,6,10,2,7,7,5,1
2578,5,4,8,1,3,6,10,10,9,8,7
2579,10,5,4,10,8,1,1,10,6,1,1
2580,10,8,10,2,3,5,8,4,7,6,5
2581,4,7,3,4,10,8,10,10,8,3,8
2582,6,9,6,10,2,10,9,8,2,3,7
2583,4,10,3,6,8,5,10,2,9,9,2
2584,1,4,2,2,5,8,1,9,3,3,8
2585,4,2,6,6,9,9,2,7,1,8,7
2586,3,7,1,4,2,7,5,2,3,2,4
2587,8,6,5,7,1,1,6,1,2,9,5
2588,2,7,9,3,10,10,10,3,3,5,6
2589,4,1,6,2,2,9,4,2,5,1,9
2590,2,8,6,7,1,10,8,10,9,6,7
2591,5,6,2,10,7,2,3,3,3,2,5
2592,4,4,4,6,7,8,3,10,8,9,5
2593,6,3,9,10,7,3,6,3,1,5,5
2594,7,3,5,6,4,8,2,9,3,6,3
2595,5,7,4,2,4,6,10,8,1,5,3
2596,8,1,6,9,9,7,6,10,6,8,8
2597,10,6,2,7,8,4,10,5,10,4,3
2598,3,1,10,7,9,3,10,7,2,4,3
2599,7,2,10,8,3,6,6,1,1,1,9
2600,7,3,3,10,1,4,5,3,6,3,6
2601,5,6,3,6,2,3,3,8,10,3,2
2602,9,7,5,9,7,1,10,2,7,10,8
2603,2,7,7,10,10,4,6,7,3,4,9
2604,9,4,4,7,1,1,1,10,7,8,5
2605,3,3,2,4,4,8,6,10,3,9,5
2606,6,3,8,2,8,9,8,3,4,2,3
2607,9,1,6,6,7,3,10,4,1,2,6
2608,9,7,5,10,3,5,3,7,2,8,10
2609,10,3,3,7,10,8,9,4,7,4,7
2610,1,1,5,6,8,7,10,6,8,1,7
2611,6,7,2,9,2,2,2,6,1,4,3
2612,8,10,10,7,7,9,8,8,6,4,10
2613,4,1,5,2,8,8,3,10,5,8,5
2614,1,2,7,7,8,4,4,4,3,10,10
2615,8,5,5,1,10,4,10,2,8,5,9
2616,6,4,8,2,3,9,3,2,4,1,5
2617,10,4,6,4,1,2,4,1,6,2,6
2618,6,8,5,6,2,9,4,9,2,4,9
2619,7,1,10,1,1,2,1,6,4,2,5
2620,5,2,3,7,10,10,10,9,6,8,7
2621,8,3,9,10,5,2,8,9,8,4,3
2622,4,1,8,10,7,5,6,1,2,6,2
2623,4,4,2,6,10,4,2,10,8,5,2
2624,2,8,9,10,2,4,2,2,1,6,9
2625,5,6,2,9,6,2,7,8,10,9,1
2626,10,6,6,7,8,9,10,4,8,3,8
2627,8,10,7,2,3,1,8,10,7,9,9
2628,3,7,7,9,2,10,5,7,8,9,7
2629,8,3,6,3,3,1,1,8,9,5,4
2630,1,8,5,5,6,10,10,10,7,1,8
2631,4,4,6,3,5,3,9,7,2,10,3
2632,10,3,4,8,2,6,9,5,6,7,2
2633,6,6,2,7,10,7,10,1,1,4,1
2634,9,9,1,9,3,5,8,10,8,8,1
2635,4,7,4,5,8,4,4,1,1,4,4
2636,1,6,7,10,5,10,5,5,9,8,8
2637,5,8,7,9,6,10,6,1,3,4,7
2638,2,8,6,3,7,3,6,1,4,4,2
2639,2,7,10,9,6,6,3,5,2,2,1
2640,5,9,2,9,1,6,3,8,10,1,5
2641,7,2,3,9,2,9,6,1,3,10,3
2642,3,1,6,5,4,9,5,3,10,9,3
2643,4,3,3,2,6,5,5,3,2,2,9
2644,7,8,7,10,4,5,7,8,10,3,9
2645,9,4,7,4,6,8,2,10,10,8,6
2646,8,4,2,2,8,10,5,2,10,6,6
2647,8,5,10,2,5,3,8,3,5,9,3
2648,5,7,2,1,9,4,8,2,2,8,7
2649,7,10,6,3,3,2,1,6,5,7,4
2650,9,1,6,2,7,2,9,10,6,2,4
2651,6,1,1,6,3,7,5,10,7,3,2
2652,10,8,9,7,9,6,10,10,10,9,7
2653,9,4,7,9,4,1,4,3,1,4,3
2654,7,5,10,3,4,8,4,9,10,7,6
2655,2,4,5,4,5,1,8,2,7,8,6
2656,5,3,6,2,2,1,1,7,9,6,4
2657,7,5,8,6,5,1,8,6,1,7,8
2658,9,4,7,3,5,10,9,4,4,10,6
2659,8,3,2,1,1,4,4,9,10,4,7
2660,7,4,8,1,3,6,8,6,1,4,2
2661,7,7,9,1,3,10,5,7,2,4,10
2662,7,5,2,6,2,3,2,4,7,3,9
2663,1,4,2,2,2,7,1,5,5,8,9
2664,1,9,4,4,7,4,7,8,3,1,7
2665,8,10,3,9,4,4,10,10,10,9,2
2666,10,7,9,6,3,9,5,7,7,4,1
2667,10,9,10,3,4,1,8,8,6,4,1
2668,1,10,2,5,9,4,2,6,10,9,5
2669,6,4,7,4,1,1,6,5,10,3,7
2670,6,2,1,8,4,9,7,5,3,10,2
2671,7,1,5,3,10,6,9,2,9,7,2
2672,2,5,7,6,4,6,7,4,3,8,8
2673,10,7,9,9,4,8,6,5,4,7,9
2674,1,2,4,5,10,4,2,9,10,3,2
2675,8,6,10,9,3,3,7,5,2,6,3
2676,5,3,3,9,9,2,10,7,5,6,10
2677,8,3,10,8,2,7,2,4,3,10,3
2678,9,2,1,5,5,7,5,1,10,7,3
2679,3,10,2,7,4,1,4,4,8,2,5
2680,2,2,9,4,9,3,1,5,2,8,10
2681,1,1,4,9,4,3,6,2,5,7,10
2682,5,9,9,10,7,7,3,2,9,7,3
2683,2,8,7,7,7,6,10,1,9,6,1
2684,2,1,3,6,10,9,8,3,4,4,10
2685,7,5,8,6,1,10,6,2,3,5,6
2686,7,5,7,4,5,6,5,6,3,3,10
2687,7,6,1,10,7,5,1,9,7,6,8
2688,8,9,1,7,3,5,6,8,7,5,2
2689,8,7,10,5,9,7,7,10,5,9,7
2690,3,1,10,6,4,6,7,10,8,6,8
2691,1,9,7,10,2,10,2,10,3,10,3
2692,2,8,3,5,1,7,9,2,6,5,6
2693,8,4,9,3,1,8,4,7,5,5,10
2694,1,9,10,3,10,10,2,3,4,1,10
2695,4,5,6,6,8,4,10,3,4,5,10
2696,8,3,2,8,9,10,3,6,5,6,4
2697,4,1,8,2,10,4,7,5,8,1,9
2698,2,7,9,6,3,3,4,2,1,5,5
2699,1,4,10,10,9,4,8,5,5,1,4
2700,4,8,5,1,6,4,3,4,6,5,4
2701,10,3,4,1,9,8,9,6,7,2,6
2702,9,9,2,1,1,1,4,10,2,1,8
2703,10,6,9,3,4,3,8,4,5,5,2
2704,7,2,3,10,7,10,2,4,7,6,4
2705,5,9,9,1,6,10,6,10,2,5,8
2706,8,3,1,10,3,6,6,8,6,1,2
2707,2,9,8,3,9,1,4,10,8,4,4
2708,8,8,5,4,7,10,8,10,6,2,9
2709,9,8,6,7,10,10,4,2,1,8,4
2710,7,7,2,9,9,8,3,7,7,1,5
2711,4,3,8,7,4,3,6,1,8,4,2
2712,9,9,1,5,7,7,2,4,6,1,5
2713,9,3,4,1,10,1,1,10,4,5,3
2714,5,2,3,7,4,3,3,6,9,2,10
2715,8,4,3,8,2,7,8,6,1,4,1
2716,9,4,4,1,5,10,2,7,4,4,9
2717,3,2,6,9,9,2,10,9,1,8,5
2718,2,10,5,1,4,2,2,1,10,8,8
2719,7,7,10,3,9,2,3,4,9,10,10
2720,1,8,1,3,5,7,2,6,9,8,10
2721,10,7,3,5,4,2,1,10,7,5,5
2722,7,3,10,6,4,10,3,6,1,3,1
2723,5,1,7,4,8,6,3,6,4,4,8
2724,8,10,1,4,1,10,3,3,6,10,9
2725,9,8,10,1,8,7,1,1,6,3,3
2726,7,5,1,1,1,8,9,10,6,4,6
2727,7,3,1,4,2,3,7,3,8,5,3
2728,1,5,8,9,6,3,6,2,5,9,9
2729,8,9,6,4,3,8,7,5,3,2,3
2730,8,3,4,7,7,8,6,9,1,10,8
2731,4,5,4,6,4,6,6,9,8,1,8
2732,8,2,10,4,9,1,4,9,6,3,9
2733,9,2,1,7,9,1,8,2,10,6,7
2734,5,10,2,1,4,6,8,2,9,3,7
2735,1,2,5,7,8,2,1,8,3,5,10
2736,1,5,3,5,8,10,1,10,2,5,6
2737,2,9,4,3,10,10,5,3,8,9,7
2738,9,10,5,9,6,8,6,8,10,10,1
2739,4,5,1,1,1,7,8,2,4,9,6
2740,4,2,4,7,8,7,4,6,6,3,2
2741,9,6,7,7,1,5,3,6,3,3,9
2742,6,4,5,3,7,7,6,10,3,7,7
2743,4,5,8,5,2,6,2,7,9,5,10
2744,10,5,2,4,4,2,10,6,8,10,3
2745,5,6,8,6,9,6,6,9,3,3,6
2746,2,3,7,9,5,5,1,7,8,1,8
2747,10,6,1,9,3,2,2,7,4,8,7
2748,2,5,8,2,3,2,1,8,5,9,1
2749,4,5,5,10,9,7,2,10,5,6,4
2750,9,9,4,2,10,2,6,1,7,3,10
2751,6,5,9,3,7,10,5,3,3,8,2
2752,2,3,3,2,4,2,3,3,4,1,2
2753,4,8,1,10,8,1,8,7,2,8,3
2754,9,5,6,6,6,10,8,1,2,3,9
2755,2,4,5,2,7,2,8,2,6,7,3
2756,4,3,6,8,4,1,10,4,5,6,3
2757,9,2,2,2,7,4,10,8,3,5,2
2758,2,2,3,6,7,6,8,5,7,2,4
2759,9,9,2,10,4,9,4,10,8,4,5
2760,6,5,6,1,7,3,5,4,2,7,8
2761,4,2,8,8,1,9,5,2,1,6,7
2762,10,8,6,7,5,4,9,8,3,7,2
2763,10,1,2,1,9,4,10,9,10,9,3
2764,4,7,10,5,5,4,9,5,8,5,6
2765,1,4,1,1,1,6,5,7,2,3,4
2766,2,7,6,8,9,7,5,2,7,10,6
2767,9,9,1,5,2,9,5,3,8,9,5
2768,7,5,2,2,8,2,10,3,6,8,6
2769,5,5,8,10,1,6,8,6,7,9,5
2770,9,5,1,7,9,4,9,9,6,8,5
2771,7,7,8,10,10,2,10,7,4,4,1
2772,3,3,4,8,9,4,2,7,7,9,5
2773,4,1,6,10,2,7,6,6,2,5,7
2774,6,7,6,1,7,10,10,3,7,2,10
2775,1,10,9,5,10,1,5,7,9,5,3
2776,6,7,3,8,7,2,10,1,5,4,4
2777,8,7,2,9,7,2,9,9,7,1,9
2778,5,2,9,2,5,3,9,3,4,4,1
2779,4,4,4,4,4,7,9,2,5,6,3
2780,4,10,6,4,10,1,7,7,5,2,8
2781,6,8,8,5,5,10,7,3,9,5,4
2782,8,1,3,9,1,9,1,4,8,7,1
2783,7,2,6,9,10,1,5,1,1,1,9
2784,1,9,1,7,8,4,9,10,2,1,10
2785,4,5,3,8,7,8,10,8,1,6,5
2786,10,6,9,6,10,1,2,10,8,7,7
2787,3,2,5,9,10,9,6,10,3,2,9
2788,3,2,5,1,5,8,4,7,1,3,9
2789,3,4,3,1,10,6,6,10,8,1,7
2790,6,7,10,10,4,10,3,4,7,6,8
2791,1,5,9,3,6,9,4,3,2,1,8
2792,7,3,10,6,5,6,2,2,4,2,6
2793,8,4,5,10,6,10,10,2,1,6,4
2794,9,2,2,4,2,2,8,1,4,5,2
2795,6,7,6,9,9,4,4,1,9,2,6
2796,6,1,5,7,3,9,6,9,7,10,9
2797,10,4,3,6,10,3,5,10,4,3,7
2798,2,4,5,5,8,7,6,1,2,1,7
2799,8,10,7,9,9,7,10,1,6,5,5
2800,4,6,7,2,9,5,10,2,1,2,10
2801,5,7,5,10,8,4,4,3,1,6,3
2802,10,8,1,3,7,2,7,4,4,4,3
2803,9,9,2,1,5,4,6,5,8,4,8
2804,3,10,8,5,7,1,9,9,3,10,2
2805,4,4,5,2,2,6,3,2,8,10,9
2806,1,8,6,3,5,3,2,1,8,5,7
2807,2,5,8,1,2,7,4,3,5,8,8
2808,4,5,7,4,2,9,5,1,6,7,5
2809,10,9,3,1,4,8,1,7,1,2,9
2810,10,2,8,8,1,7,2,6,7,2,2
2811,3,5,10,5,5,4,2,5,10,3,8
2812,10,8,5,4,1,2,10,5,2,5,10
2813,1,1,7,10,10,4,6,8,6,2,7
2814,6,4,5,5,5,10,2,10,6,8,4
2815,9,3,9,9,5,6,3,8,2,8,9
2816,1,5,3,7,5,2,7,9,8,4,6
2817,5,5,3,2,7,5,9,6,2,5,2
2818,3,10,3,4,9,1,8,7,7,2,1
2819,5,2,3,3,6,8,3,1,5,8,7
2820,1,7,7,6,9,10,5,7,4,8,7
2821,8,6,9,3,6,6,10,6,5,10,4
2822,7,6,4,10,4,1,1,3,10,3,4
2823,5,9,2,6,8,7,7,4,9,4,8
2824,4,4,6,10,3,6,6,5,8,7,4
2825,4,4,3,3,2,4,4,2,4,7,1
2826,1,4,4,6,4,9,10,9,4,2,10
2827,5,4,2,4,2,7,9,8,8,8,4
2828,10,4,1,9,2,7,8,10,2,8,9
2829,3,10,5,4,1,2,5,7,8,10,9
2830,5,1,6,3,2,3,1,7,7,1,9
2831,10,10,5,8,7,2,5,8,10,4,3
2832,5,2,4,2,7,7,6,9,1,2,9
2833,9,5,9,3,7,7,6,1,10,4,10
2834,6,8,3,2,10,10,1,4,3,6,2
2835,4,10,9,7,9,9,6,6,6,3,1
2836,3,6,7,9,7,1,4,6,8,7,10
2837,5,10,2,6,3,7,8,3,3,2,7
2838,2,1,7,9,5,7,7,9,6,6,8
2839,5,1,1,8,5,7,5,10,6,1,9
2840,7,4,5,7,8,7,9,10,8,10,8
2841,5,4,6,9,9,6,10,3,4,1,7
2842,8,2,6,4,3,4,5,5,1,1,10
2843,9,6,4,4,1,4,2,10,3,7,5
2844,1,2,5,6,1,7,2,6,5,3,4
2845,10,5,4,4,2,10,5,7,3,1,3
2846,3,6,7,4,4,1,6,8,6,8,9
2847,8,10,9,9,10,2,2,2,5,2,3
2848,4,4,3,10,9,3,2,7,6,6,3
2849,1,6,9,1,4,8,4,9,9,3,6
2850,8,10,5,10,2,2,6,9,6,10,1
2851,10,7,2,8,9,9,8,6,2,2,8
2852,4,2,9,10,2,1,7,7,10,4,7
2853,10,4,7,7,5,8,7,1,5,5,1
2854,2,4,6,6,3,3,1,1,2,10,8
2855,5,2,6,3,9,10,5,4,2,6,2
2856,5,4,5,8,3,3,5,7,7,10,10
2857,10,10,5,3,1,9,5,6,8,2,9
2858,5,7,10,6,6,8,10,3,2,9,8
2859,10,9,5,6,7,7,3,3,1,2,9
2860,10,5,10,5,1,9,4,1,6,10,4
2861,6,5,7,9,2,10,5,2,2,3,4
2862,2,4,1,6,2,5,2,7,2,1,3
2863,3,4,2,5,9,5,1,9,1,3,10
2864,1,6,2,5,1,1,5,8,6,6,1
2865,10,2,5,1,3,6,1,1,2,6,4
2866,9,4,8,1,7,2,7,5,7,9,3
2867,2,10,9,1,10,3,5,9,4,1,4
2868,2,9,1,3,2,7,9,8,5,5,3
2869,8,1,4,3,2,10,1,10,9,1,10
2870,8,2,1,1,8,10,1,2,6,1,4
2871,6,9,2,2,7,7,2,4,3,3,9
2872,4,5,8,3,9,2,10,8,4,10,5
2873,8,9,9,5,6,10,8,5,8,5,6
2874,10,2,1,6,1,2,1,5,6,3,4
2875,2,4,8,10,8,1,7,2,6,6,10
2876,7,7,6,1,5,9,7,2,1,8,7
2877,4,2,4,1,5,1,5,6,6,8,10
2878,9,6,4,3,2,6,3,1,9,1,4
2879,2,3,8,1,6,2,7,5,1,3,8
2880,3,1,9,7,5,6,7,7,5,10,10
2881,10,4,3,8,1,5,3,3,2,8,3
2882,10,2,5,7,2,10,5,8,5,7,2
2883,10,9,7,3,1,2,8,2,9,3,8
2884,9,10,10,5,8,2,8,10,9,1,2
2885,10,2,7,9,8,1,1,5,9,4,5
2886,2,3,4,9,7,1,8,8,6,2,2
2887,10,2,4,2,7,4,8,8,9,9,6
2888,7,10,5,6,10,2,7,4,4,3,4
2889,1,5,10,1,2,7,9,3,7,7,6
2890,1,10,1,5,9,4,6,1,6,7,10
2891,7,8,9,5,6,1,4,7,2,1,8
2892,9,2,7,6,1,3,5,5,4,2,1
2893,9,7,7,6,9,8,3,5,2,2,3
2894,10,6,4,6,5,2,10,3,4,7,2
2895,10,10,7,5,9,9,1,10,9,7,2
2896,5,7,9,1,4,1,5,4,10,4,5
2897,7,10,4,5,9,3,5,3,10,2,10
2898,4,6,2,8,2,1,1,9,1,2,3
2899,5,6,4,6,3,1,9,3,8,3,3
2900,7,10,7,2,9,9,5,3,2,3,8
2901,6,10,6,10,9,3,3,7,9,4,2
2902,1,1,1,2,1,8,4,1,1,2,8
2903,6,6,1,4,2,3,7,9,6,7,8
2904,4,3,5,7,10,4,2,6,2,6,4
2905,8,9,10,1,10,5,2,9,8,6,7
2906,7,3,3,5,6,6,3,3,3,7,8
2907,6,1,7,5,10,9,3,5,1,3,9
2908,4,1,7,7,4,3,2,7,3,1,3
2909,9,4,4,4,2,10,2,7,9,7,3
2910,8,7,7,6,9,10,10,9,1,5,9
2911,4,3,7,3,4,3,1,5,7,2,4
2912,1,5,4,6,2,6,1,1,2,5,5
2913,3,9,8,7,2,2,1,5,4,6,1
2914,8,5,10,9,4,5,2,8,2,7,3
2915,4,9,5,2,1,10,6,6,4,8,8
2916,2,4,4,7,10,3,7,5,4,8,4
2917,4,8,6,5,5,4,10,4,9,8,6
2918,10,10,3,1,8,2,5,2,6,2,5
2919,3,8,4,10,5,7,2,5,4,8,2
2920,8,3,3,6,10,2,2,8,9,5,4
2921,9,5,2,1,7,10,10,3,5,7,5
2922,8,8,1,1,9,9,8,8,1,6,2
2923,7,1,4,2,6,3,10,4,2,4,4
2924,8,8,2,4,10,4,6,9,10,3,8
2925,4,9,7,1,6,10,4,5,6,8,2
